,song,mean_mfccs,mean_chroma_stft,tempo,pulse,flatness,contrast,zero_crossing,genre
0,blues.00000.wav,1.9380162954330444,0.35008811950683594,123.046875,0.2740488052368164,0.004498349502682686,20.526698693370026,55031,blues
1,blues.00001.wav,-0.055610787123441696,0.3409135937690735,107.666015625,0.26845240592956543,0.0022976724430918694,20.676128259217815,37139,blues
2,blues.00002.wav,1.0341639518737793,0.36363720893859863,161.4990234375,0.2642599046230316,0.0026309362147003412,22.197516533033788,50563,blues
3,blues.00003.wav,0.07134390622377396,0.4047847092151642,172.265625,0.2597748637199402,0.0009540272294543684,21.426268151556844,22077,blues
4,blues.00004.wav,-8.458839416503906,0.30852603912353516,135.99917763157896,0.21366208791732788,0.0032377862371504307,21.466338127703896,67225,blues
5,blues.00005.wav,-7.099053859710693,0.3024562895298004,112.34714673913044,0.20579300820827484,0.003060848219320178,22.54583103280072,62326,blues
6,blues.00006.wav,-7.856247425079346,0.29132795333862305,123.046875,0.1999358981847763,0.0009689303115010262,23.42954022098452,48429,blues
7,blues.00007.wav,-5.961264610290527,0.3079547882080078,92.28515625,0.2172423005104065,0.001436207559891045,22.442509342348426,40730,blues
8,blues.00008.wav,2.0021698474884033,0.40887922048568726,83.35433467741936,0.2920469641685486,0.0025944572407752275,22.380886050057644,42434,blues
9,blues.00009.wav,-5.115920543670654,0.27395039796829224,129.19921875,0.17381912469863892,0.00270827510394156,21.16195009433464,52453,blues
10,blues.00010.wav,-3.6810224056243896,0.303993284702301,161.4990234375,0.203709676861763,0.0012445971369743347,21.094673943145814,41720,blues
11,blues.00011.wav,-6.606260776519775,0.36715206503868103,161.4990234375,0.2829606235027313,0.00328078493475914,20.806443641033542,29108,blues
12,blues.00012.wav,-2.990473747253418,0.26939111948013306,92.28515625,0.26218655705451965,0.000767435529269278,22.135715777506615,45788,blues
13,blues.00013.wav,-1.4728749990463257,0.2647128105163574,107.666015625,0.2493588775396347,0.0011908821761608124,21.419758234197882,34066,blues
14,blues.00014.wav,-3.6044416427612305,0.32903632521629333,151.99908088235293,0.20447121560573578,0.00047074249596334994,21.62806215006197,29848,blues
15,blues.00015.wav,-3.677888870239258,0.2696904242038727,99.38401442307692,0.23439690470695496,0.0011032507754862309,21.36767090111556,42213,blues
16,blues.00016.wav,-2.4233968257904053,0.30418556928634644,103.359375,0.24016977846622467,0.001300859497860074,21.065897048310305,40656,blues
17,blues.00017.wav,-1.5299936532974243,0.3021239936351776,161.4990234375,0.23122288286685944,0.0004600378160830587,21.723377893894558,32026,blues
18,blues.00018.wav,-2.1511664390563965,0.2699322998523712,83.35433467741936,0.18314886093139648,0.0014776174211874604,21.723589550557097,37201,blues
19,blues.00019.wav,-3.213650941848755,0.25732481479644775,123.046875,0.22148598730564117,0.0006415894022211432,21.486266356019396,39028,blues
20,blues.00020.wav,-2.7552714347839355,0.3026116192340851,135.99917763157896,0.22544774413108826,0.0016522411024197936,20.078770330332667,34864,blues
21,blues.00021.wav,-0.9150559902191162,0.3211003839969635,99.38401442307692,0.19777177274227142,0.00039645700599066913,22.154408106731996,31735,blues
22,blues.00022.wav,-0.3050428628921509,0.30653679370880127,99.38401442307692,0.20352642238140106,0.00042173670954070985,22.29029712417633,38799,blues
23,blues.00023.wav,-2.408550977706909,0.28082266449928284,95.703125,0.2465319037437439,0.0005482897977344692,21.832939923441973,34769,blues
24,blues.00024.wav,-3.2788827419281006,0.26311221718788147,103.359375,0.23799337446689606,0.0003224234387744218,21.7259650407811,31324,blues
25,blues.00025.wav,-1.0784872770309448,0.29095974564552307,92.28515625,0.22199703752994537,0.0003999181790277362,21.030231400439217,34256,blues
26,blues.00026.wav,-2.979738235473633,0.2783784568309784,83.35433467741936,0.2098342925310135,0.0004546165291685611,21.974294641198263,34437,blues
27,blues.00027.wav,-3.608994960784912,0.28870731592178345,95.703125,0.19424936175346375,0.00045088143087923527,23.025399134062422,48021,blues
28,blues.00028.wav,-4.027887344360352,0.2761554718017578,103.359375,0.2271270602941513,0.00037265513674356043,21.407568386525273,31834,blues
29,blues.00029.wav,-8.617288589477539,0.2803565263748169,129.19921875,0.17914995551109314,0.0014890776947140694,26.455322190277556,35041,blues
30,blues.00030.wav,-8.799886703491211,0.26319384574890137,143.5546875,0.1340375691652298,0.0006982599734328687,26.843687726529605,26086,blues
31,blues.00031.wav,-9.656501770019531,0.25355321168899536,151.99908088235293,0.16072173416614532,0.0005796187906526029,27.930864415848383,28462,blues
32,blues.00032.wav,-11.992012023925781,0.27624478936195374,123.046875,0.1854315996170044,0.0012302328832447529,26.988943524511114,26105,blues
33,blues.00033.wav,-10.440093040466309,0.26063528656959534,151.99908088235293,0.172855406999588,0.0008047100272960961,27.165771619047316,27822,blues
34,blues.00034.wav,-8.538710594177246,0.2623637914657593,129.19921875,0.19529007375240326,0.000891343632247299,26.882590822416244,30294,blues
35,blues.00035.wav,-7.495132923126221,0.2883848249912262,129.19921875,0.20798808336257935,0.0009744797716848552,26.877048556475124,30102,blues
36,blues.00036.wav,-9.792868614196777,0.23339812457561493,151.99908088235293,0.19804033637046814,0.0004499142523854971,27.366078971587932,24463,blues
37,blues.00037.wav,-11.784749984741211,0.24863408505916595,123.046875,0.21560977399349213,0.00043468925287015736,26.615383665380413,31931,blues
38,blues.00038.wav,-8.523051261901855,0.2658880949020386,129.19921875,0.15612739324569702,0.001087802229449153,27.195260742803693,29406,blues
39,blues.00039.wav,-13.393715858459473,0.2552458643913269,117.45383522727273,0.15255789458751678,0.0007772261160425842,26.368849304337125,23405,blues
